airpol coef,airpol pval,depriv coef,depriv pval,lifest coef,lifest pval,unempl coef,unempl pval,hlthserv coef,hlthserv pval
-6.693726904,0.000138136,-6.946900531,1.30E-43,1.381209215,3.26E-05,-3.809879573,5.87E-12,-0.344291384,0.294747915
-7.365872649,8.94E-07,-6.959810529,4.49E-50,1.563390658,1.31E-05,-2.706893494,1.33E-12,-0.28117583,0.327745936
-6.854815157,2.06E-05,-6.799989184,3.95E-43,1.552985928,1.60E-05,-3.384378949,2.50E-11,-0.559413852,0.161697799
-2.607510618,0.099197664,-5.940019199,1.25E-15,-0.132255135,0.364058461,-2.249090531,0.000864459,0.405712462,0.339813702
-1.267984818,0.302090445,-5.682158361,3.01E-10,-0.001606949,0.398630231,-1.421861627,0.040028201,-0.572047463,0.336882935
-4.027462368,0.005884877,-6.211528059,9.83E-23,0.600089783,0.071393807,-2.797387717,4.65E-06,0.46722549,0.275973375
-3.972513805,0.007368031,-6.092857161,7.03E-21,0.38485683,0.165333532,-2.868386392,1.19E-05,0.513640664,0.269175476
-5.927879532,0.005286007,-6.21463179,1.68E-20,-0.186560701,0.336855943,-3.189833448,4.92E-06,0.327622892,0.344673682
-5.499640386,0.002262205,-6.472346282,6.88E-31,0.590782788,0.02484881,-3.510614356,4.79E-08,0.247578945,0.352236339
-3.136069163,0.043086669,-6.034507523,9.12E-18,0.579843879,0.084402739,-2.319353731,0.000106686,0.224340952,0.379828376
-3.454925405,0.209459725,-6.078807404,6.27E-13,0.117185599,0.376625093,-2.342447857,3.35E-05,0.108235431,0.392673618
-5.929255045,0.135615164,-5.855522562,4.91E-10,0.840530343,0.042532178,-1.387237487,0.001863967,-0.18462141,0.386226051
-4.982182999,0.224248331,-6.012171426,6.20E-10,1.26556951,0.019105788,-1.255562942,0.006607912,0.427085211,0.354235859
-5.17920857,0.123184143,-6.194625823,3.15E-11,-0.27334146,0.297708786,-4.048745122,0.000190279,0.784320666,0.240397433
-5.264956536,0.184770593,-5.59799563,3.81E-08,0.628768657,0.102104171,-1.498024293,0.001557515,-0.588165213,0.317582018
-5.932354915,0.113399851,-5.9358229,8.81E-11,0.785215697,0.043259098,-1.439609621,0.001014689,-0.135934637,0.390552036
-6.004202417,0.078444854,-6.099659622,1.88E-12,0.772880776,0.032736544,-1.50807848,0.000463881,0.001475091,0.398633438
-5.484592556,0.001248313,-6.480447208,1.19E-34,1.282308344,0.00029715,-3.429090349,1.48E-07,-0.16564612,0.37258618
-6.862841539,4.93E-05,-6.36783585,1.62E-37,1.411246897,0.000518801,-3.305296199,1.80E-09,-0.517097232,0.196167849
-4.868503197,0.001003409,-6.41561712,8.08E-34,0.785473155,0.008442131,-3.189753998,3.14E-06,-0.044517293,0.396669362
-5.52555434,0.00066422,-6.396185965,3.05E-35,1.363560694,0.000259552,-3.416677894,4.28E-08,-0.24816078,0.340885093
-5.662778237,0.000114751,-6.17734671,2.69E-35,1.311721543,0.001608663,-3.442492726,5.37E-09,-0.449191453,0.231566728
-6.681733981,1.01E-05,-6.090812529,3.64E-36,1.246691381,0.002507067,-3.439530577,5.38E-09,-0.620054148,0.178444078
-4.259799272,0.00014047,-6.251757353,4.37E-38,1.178681594,0.001017525,-3.377692905,2.36E-08,-0.311106629,0.305904495
-5.676714954,3.44E-06,-8.244281681,3.49E-40,1.227139814,3.92E-06,-3.535658426,7.84E-13,0.256654343,0.353219222
-6.46529371,0.00094364,-7.839551768,1.91E-29,1.524648315,2.33E-05,-1.986817868,4.29E-09,-0.420170064,0.32559883
-5.773148342,7.71E-05,-7.73917657,6.87E-31,1.165310718,1.98E-05,-2.713057862,9.71E-13,-0.446735945,0.326959792
-5.849025878,0.000472845,-8.614186845,2.63E-34,0.920389728,0.002673948,-2.880463311,3.22E-10,0.039961462,0.397855656
-4.01470742,0.020275676,-7.268817565,2.13E-21,1.165327279,0.016292223,-1.919058253,2.28E-07,0.353891292,0.362177197
-3.177455347,0.075412747,-7.535785605,1.22E-15,1.267250508,0.022233787,-1.81471687,2.78E-05,0.594719156,0.321035832
-6.457370313,0.000101128,-7.431686125,1.54E-24,1.196596475,0.005357982,-3.138003955,7.18E-07,0.430537095,0.327577769
-7.665278922,0.000191648,-7.215869373,1.22E-43,1.333201161,0.000457774,-3.262838092,6.38E-11,0.081851234,0.392220409
-5.767036558,0.00081256,-7.100427959,6.01E-40,0.951309292,0.002614914,-3.233310517,9.02E-09,0.345457534,0.317358974
-7.821213586,4.08E-05,-7.148317977,5.28E-45,1.467270806,9.26E-05,-3.286946332,3.66E-11,-0.108659728,0.386015711
-7.997094605,5.45E-05,-7.176162551,4.80E-43,1.348436982,0.000259803,-3.551959599,3.94E-11,-0.164362886,0.371472601
-7.505057806,0.000452043,-7.219990576,5.99E-42,1.177221353,0.001650158,-3.319124835,2.29E-10,0.106642631,0.388568453
-7.529307705,4.39E-05,-7.108760279,9.49E-42,1.100601271,0.000734722,-3.696201697,9.27E-12,0.015627987,0.398389219
-7.715448572,2.38E-05,-7.108365716,4.51E-44,1.453260101,3.70E-05,-3.713698573,1.22E-11,-0.355356524,0.28481615
-7.814463361,4.46E-07,-5.976256038,6.32E-35,1.140887844,0.003283273,-3.355670822,1.18E-09,-0.578498233,0.268610602
-5.386814562,0.000235601,-5.519214441,1.26E-26,0.992263465,0.024471858,-3.831416164,4.71E-09,-1.175714119,0.098969892
-4.035482469,1.69E-05,-5.630761944,1.77E-35,1.083791848,0.006085752,-4.418311958,5.03E-12,-1.856521988,0.003010864
-4.577916408,0.003018433,-5.438900427,8.02E-19,1.04242655,0.021890168,-3.647724188,1.84E-05,-0.784509786,0.230089054
-7.308942986,1.08E-05,-5.992560803,6.15E-25,1.117007903,0.005446316,-3.273536678,3.37E-09,-0.305583766,0.361646247
-3.30587752,0.126134275,-5.838660734,4.49E-08,0.418457683,0.166985458,-1.681962404,0.070503692,-0.637240359,0.24843627
-2.943892071,0.142196244,-5.824713429,7.10E-07,0.252231247,0.240492556,-1.279052276,0.189017768,-0.92384508,0.15490551
-2.855884595,0.163640191,-6.43587724,2.62E-09,0.52129871,0.139529937,-1.638724831,0.083154843,-0.490421253,0.310664382
-2.288747433,0.264851425,-5.254441867,0.00055528,0.071317004,0.380670747,-1.302387122,0.172526627,-0.588487481,0.261546883
-1.304339556,0.364712673,-4.286680945,0.021092898,0.023661605,0.396747628,-1.045745453,0.264235574,-0.275020283,0.36212981
-5.824319239,2.00E-05,-7.42086456,1.59E-40,2.042382531,9.36E-07,-2.071524448,4.00E-10,-0.051230787,0.396890161
-6.119133388,9.58E-06,-7.312926768,8.07E-49,1.869422753,7.95E-06,-2.170779008,5.48E-12,0.191526892,0.376755521
-6.496093906,1.34E-06,-7.236084359,3.56E-45,1.846247781,4.94E-06,-2.064045579,2.14E-10,-0.052926455,0.39691729
-4.252345451,0.00092132,-7.962595164,7.05E-43,1.766958123,9.57E-06,-2.512323343,4.90E-14,-0.674290762,0.204017967
-5.224206029,5.67E-05,-7.608931237,4.43E-36,1.752495781,9.24E-07,-2.142915532,9.42E-10,-0.141832196,0.385815601
-4.81358715,0.000284399,-7.66482273,1.69E-39,2.001566125,8.02E-07,-2.216058697,6.72E-11,-0.261516944,0.355016031
-5.396757541,0.000161818,-7.869686578,8.67E-49,1.984126514,6.41E-06,-2.540629374,2.35E-15,0.181442234,0.380389095
-6.964037272,7.65E-08,-7.107482854,9.18E-49,1.681774408,1.05E-05,-2.121767313,7.34E-11,-0.195875536,0.376202723
-4.77215859,0.042006546,-6.630895373,2.07E-18,0.401705774,0.097295995,-2.832621103,1.91E-05,-0.031598363,0.397774105
-3.469404727,0.074567747,-6.169745188,1.23E-20,-0.085873487,0.370830658,-3.449014062,3.13E-05,-0.135004611,0.386104923
-5.45140557,0.091426132,-6.735647371,6.10E-14,0.602624494,0.064311815,-2.426385252,3.60E-05,0.201123348,0.372473195
-5.407421903,0.070096794,-6.559387657,5.25E-15,0.56025569,0.065939962,-2.219333791,2.03E-05,0.105147091,0.390895484
-3.605100203,0.05786696,-6.362395477,2.30E-27,0.141053769,0.311901411,-3.046618788,9.41E-07,-0.162838006,0.37836169
-5.916708897,0.094760028,-6.508357205,9.24E-14,0.855335159,0.030198039,-1.717696477,0.000350244,0.27363884,0.366296888
-5.567103443,0.126537797,-6.195165626,2.93E-12,1.147525373,0.012114276,-1.349174949,0.002338345,0.367033911,0.351981234
-3.626103326,1.27E-11,-6.800448772,3.97E-90,2.100446526,9.55E-14,-3.804563031,1.44E-30,-2.434055158,0.00017982
-3.486042271,7.72E-11,-7.045402924,1.55E-91,2.074251876,1.15E-13,-3.768572509,2.25E-30,-2.599953774,6.09E-05
-3.735107444,3.38E-11,-6.420467459,1.17E-79,1.82029873,3.57E-10,-3.873079694,2.61E-28,-2.133655603,0.001917802
-3.493261229,7.36E-11,-6.86908715,1.28E-87,1.983706694,7.31E-12,-3.71675039,6.07E-29,-2.353359549,0.000606664
-3.397960622,2.36E-10,-7.134353914,1.58E-89,1.976268373,1.64E-12,-3.708826989,6.13E-29,-2.589285379,0.0001198
-3.766198332,7.60E-12,-6.528343701,3.20E-84,2.009877881,6.92E-13,-3.895436376,8.93E-30,-2.276993037,0.000613323
-3.688361875,8.79E-12,-6.671279398,2.13E-88,2.102593812,6.62E-14,-3.867964533,9.63E-31,-2.366679612,0.000290364
-3.863842575,4.26E-11,-6.249865378,6.08E-72,1.775914487,5.68E-10,-4.022129351,1.22E-27,-2.178659215,0.001501644
-3.277171088,1.43E-09,-7.363625897,5.70E-88,1.762354424,7.61E-11,-3.67808267,1.27E-27,-2.59990032,0.000116144
-3.683051128,8.89E-10,-6.17377887,5.44E-69,1.60980462,2.68E-07,-3.999691439,1.29E-26,-1.94257942,0.006892524
-3.774851052,1.28E-11,-6.459567923,1.63E-81,1.903986765,1.97E-11,-3.883474089,6.92E-29,-2.20489496,0.001105535
-7.190678465,1.89E-08,-7.094958854,3.29E-49,1.633945058,9.60E-06,-2.191075798,2.98E-11,-0.316391153,0.342208457
-7.452883317,7.87E-09,-6.942186988,1.06E-49,1.55203614,6.83E-06,-2.413299904,1.83E-12,-0.485500889,0.258947824
-7.576491566,6.47E-08,-6.770124576,3.93E-46,1.494107222,1.73E-05,-2.784411044,4.13E-12,-0.587770996,0.191505123
-7.544122545,3.05E-09,-7.196022804,4.65E-47,1.487893711,2.81E-05,-2.703283752,1.97E-14,-0.36728277,0.327844702
-7.553009238,3.55E-09,-7.164729576,5.65E-48,1.559809064,1.89E-05,-2.499578438,5.06E-13,-0.417812015,0.307323454
-2.901126739,4.44E-06,-6.515827272,8.51E-52,1.676887259,3.05E-05,-3.826073109,6.21E-21,-0.889758553,0.247907036
-3.165951167,0.000152642,-5.858889075,8.51E-44,1.515467887,0.000248577,-4.578962806,4.09E-18,-0.861653938,0.228522395
-3.453308491,2.86E-05,-5.690906724,2.10E-44,1.47735268,0.000178491,-4.652065301,4.64E-19,-1.35004899,0.082504832
-3.280323823,1.45E-09,-7.049786556,1.06E-83,1.885062338,7.83E-11,-3.63932139,6.64E-27,-2.3036705,0.001703961
-3.19269092,3.03E-08,-6.624666768,1.16E-71,1.73451289,2.01E-07,-3.72795933,1.64E-25,-1.603907628,0.046741918
-3.097773093,3.40E-08,-7.009078654,7.01E-75,1.780299791,3.36E-09,-3.580887115,1.29E-24,-1.958360919,0.014600148
-2.925229278,8.40E-06,-6.387436166,1.02E-49,1.62881935,8.10E-05,-3.968121207,2.26E-20,-0.794312609,0.270855782
-6.220692491,6.71E-07,-7.793369102,1.13E-41,1.526370246,3.38E-07,-2.36715246,2.29E-12,-0.24428643,0.359041531
-5.275904612,1.19E-05,-7.808630208,8.44E-37,0.490191474,0.023593549,-2.606956955,9.40E-13,-0.47328438,0.253804797
-6.470991715,1.39E-07,-7.795450749,1.71E-44,1.460580242,5.13E-07,-2.475877422,1.72E-13,-0.304520786,0.338130686
-5.704554138,1.77E-06,-7.91996018,2.84E-40,0.730837767,0.001114867,-2.593846771,1.88E-13,-0.423880896,0.278910395
-6.211630112,2.00E-07,-7.873377128,6.38E-44,1.008116132,3.56E-05,-2.650031694,1.18E-14,-0.409821267,0.289325749
-5.314019076,1.26E-05,-7.934644862,2.19E-37,0.98779311,5.06E-05,-2.375773938,3.37E-11,-0.226684459,0.362762831
-3.172154863,2.15E-08,-6.808817606,3.51E-85,1.740077578,9.12E-11,-4.033793449,1.53E-32,-2.256459291,7.29E-05
-3.166301946,4.20E-08,-7.05603146,7.28E-87,1.617596213,1.73E-10,-4.059381831,7.41E-33,-2.037677005,0.000134066
-3.368561193,2.38E-08,-7.209803583,2.65E-79,1.247014982,7.20E-09,-4.165009306,9.76E-31,-1.384756703,0.0033232
-3.118084416,1.42E-07,-6.911411715,2.73E-79,1.301267274,1.33E-08,-4.074390928,6.81E-31,-1.711508817,0.000363064
-3.248644018,0.010048638,-7.899805221,5.89E-48,1.996694283,1.06E-06,-3.004749,7.45E-15,1.226338755,0.121694396
-3.140102017,0.014825133,-8.126727762,7.90E-49,1.843163843,4.74E-07,-3.008318842,3.78E-14,1.489186702,0.059957504
-3.275081603,0.016029314,-8.302160562,1.84E-48,1.962145263,1.30E-06,-2.938374892,1.32E-14,0.972686327,0.155786158
-3.637462679,0.006929154,-8.319242995,3.33E-49,1.730306872,7.62E-07,-2.88625723,4.64E-12,1.222627998,0.081504383
-3.374690917,0.009945947,-8.26055647,2.24E-49,1.694398514,3.21E-07,-2.97097274,1.35E-12,1.482824372,0.049936362
-3.115418876,0.017616072,-8.133260249,7.30E-49,2.004584439,1.83E-06,-2.984613219,4.61E-15,1.090608955,0.151655184
-3.792583082,0.007154109,-8.336601336,5.85E-48,1.963989232,3.61E-06,-2.871501474,4.66E-14,0.710443614,0.22467459
-3.732680437,0.007062271,-8.333551318,2.36E-48,1.834254574,2.32E-06,-2.864189863,1.19E-12,1.024053866,0.126351737
-3.238543336,0.015443663,-8.203072379,2.13E-48,2.061241921,3.67E-06,-2.957167749,3.58E-15,0.72707559,0.252279012
-3.548594513,0.006153442,-7.734990347,1.90E-45,2.14124247,5.99E-06,-2.955573296,4.61E-14,0.752273011,0.275304094
-4.783080648,0.001862846,-7.492163765,2.18E-33,2.224633294,0.000602552,-2.887820078,1.20E-10,-0.235962865,0.389221628
-5.241288565,0.001599598,-7.459823125,7.51E-30,2.195024554,0.0021688,-2.884252159,7.23E-10,-0.535266084,0.356882977
-4.172772056,0.0029288,-7.583105451,4.07E-39,2.222833167,7.69E-05,-2.906721091,5.09E-12,0.175632029,0.392473078
-5.157891714,0.001390486,-7.239926768,5.70E-28,2.201545654,0.002332443,-2.782115899,3.04E-09,-0.531581342,0.343180326
-6.020823079,0.001745107,-7.490837141,2.95E-25,2.086571753,0.010336648,-2.893990231,9.99E-09,-1.109100029,0.268621295
-6.225745322,0.000284016,-7.583342054,3.63E-40,1.302119422,0.000512559,-2.80706082,2.37E-09,0.743535209,0.188180715
-5.640897496,0.000860655,-7.262653423,4.22E-30,1.070314953,0.004089208,-3.086556221,3.44E-06,0.628713223,0.256101021
-6.324705621,0.002231871,-7.299381839,1.08E-38,1.080185435,0.003919506,-2.914135385,1.21E-07,0.572433714,0.250337274
-6.403245736,0.000985991,-7.588543491,1.48E-40,1.419659267,0.000503768,-2.786490555,1.42E-09,0.822196195,0.160324561
-3.495565855,0.134850171,-8.326077026,8.41E-10,0.77399563,0.09220578,-0.961957742,0.063963413,1.925270752,0.040951281
-3.016498302,0.191508973,-7.724970018,1.19E-07,0.809058789,0.111758347,-0.821340877,0.106033141,2.206720768,0.053538184
-3.156627681,0.183079687,-7.704803692,8.26E-10,0.989582547,0.045737976,-0.837474841,0.080623317,2.116637301,0.052344778
-3.750568741,0.123982078,-8.009640309,4.11E-15,1.168297309,0.005442815,-0.97936404,0.029403836,1.809155163,0.059937166
-6.584244863,4.78E-07,-7.487488371,1.42E-42,1.81675116,7.12E-07,-2.185215453,4.77E-11,-0.190451494,0.375778311
-7.536619274,4.38E-09,-7.022940478,7.92E-49,1.558622485,1.19E-05,-2.413888799,1.94E-12,-0.4706268,0.278238966
-5.759980169,6.32E-06,-7.713429576,5.19E-38,1.619516256,4.81E-07,-2.234873729,7.46E-11,-0.162306281,0.381367406
-6.081551681,3.20E-06,-7.592882421,2.07E-39,1.830230585,3.13E-07,-2.179790183,8.94E-11,-0.145354963,0.384691731
-7.100408487,2.86E-08,-7.360515932,1.41E-46,1.682313982,3.71E-06,-2.282236524,9.18E-12,-0.311258346,0.344010171
-6.103754731,5.09E-06,-7.46404998,6.12E-40,1.951726668,6.78E-07,-2.102467643,2.78E-10,-0.10382573,0.39153032
-5.522721919,2.26E-05,-7.598275797,5.66E-37,1.808418212,5.35E-07,-2.146009006,4.71E-10,-0.126000437,0.388336334
-5.089824855,3.49E-05,-8.092989146,1.97E-44,1.342369988,1.58E-07,-3.296853465,4.09E-13,0.525958116,0.272942303
-4.198810427,0.000812378,-8.236258338,2.56E-50,1.493749335,1.53E-07,-3.023955005,1.39E-11,1.114229735,0.092096072
-5.008343766,0.000132554,-7.987309595,2.61E-47,1.502218931,7.86E-07,-2.851528616,5.60E-11,0.849029673,0.149932597
-6.491193331,3.87E-05,-7.625180557,2.50E-32,1.343921826,0.000114936,-3.192873416,5.59E-12,0.150102885,0.388689401
-6.729703623,5.50E-05,-7.497727085,4.39E-33,1.23602528,0.003374322,-3.07531452,1.05E-08,0.557078228,0.276488253
-3.783328222,0.095877852,-8.561901056,3.11E-14,0.809981881,0.046511288,-1.047296647,0.029140346,1.762916522,0.040717619
-3.269715359,5.10E-09,-7.394237298,4.77E-93,1.773495645,5.78E-12,-3.897502794,1.89E-31,-2.438974909,4.53E-05
-3.338686647,7.97E-09,-7.719334194,1.46E-88,1.319965225,3.46E-09,-3.979027432,2.31E-30,-1.71405837,0.001391586
-3.273510824,5.07E-09,-7.134964243,6.30E-92,1.889901923,1.69E-12,-3.960872426,1.04E-32,-2.39136226,5.25E-05
-3.31649582,5.61E-09,-7.736710741,6.48E-89,1.346707659,6.96E-09,-3.889726448,2.24E-29,-1.931093755,0.000569921
-3.371587702,8.68E-10,-7.04374332,1.68E-92,2.035928953,1.33E-13,-3.915379958,1.88E-32,-2.508689286,4.81E-05
-3.27535387,3.38E-09,-7.60977136,1.30E-90,1.552249655,8.53E-10,-3.794091758,6.27E-29,-2.406570307,8.90E-05
-3.289044632,3.64E-09,-7.262538029,5.06E-93,1.876061208,1.20E-12,-3.91429309,4.67E-32,-2.468254485,3.88E-05
-3.325452167,1.07E-09,-7.379028871,8.26E-92,1.837891964,5.24E-12,-3.772107784,1.26E-29,-2.659677458,3.41E-05
-3.470726178,1.65E-10,-6.92883326,4.34E-92,2.119141013,3.29E-14,-3.892850159,3.49E-32,-2.513826935,6.97E-05
-3.217826374,2.10E-08,-7.341646112,7.46E-91,1.636772139,5.33E-11,-4.012481797,1.78E-32,-2.08797375,0.000149925
-3.270512859,7.14E-09,-7.64366003,2.59E-91,1.495268487,7.08E-10,-3.886940556,4.17E-30,-2.16909418,0.000189743
-3.245057831,9.62E-09,-7.437760345,1.37E-92,1.68579438,2.19E-11,-3.934248051,1.19E-31,-2.291670918,7.84E-05
-3.377907803,6.99E-10,-7.145346619,3.73E-93,2.022060399,1.09E-13,-3.871667845,7.26E-32,-2.579665988,3.27E-05
-3.240181893,1.04E-08,-7.341714319,2.42E-92,1.738480776,1.07E-11,-3.957736992,3.47E-32,-2.291120519,7.01E-05
-3.400896809,5.74E-10,-6.89456509,5.35E-91,2.060700582,1.69E-13,-3.943327292,1.27E-32,-2.460794223,8.29E-05
-3.476275091,3.26E-09,-7.762721048,3.55E-84,1.16784937,1.44E-08,-4.020009792,1.16E-29,-1.394934735,0.005702301
-3.57221107,4.82E-11,-6.717037761,4.10E-89,2.120578918,5.46E-14,-3.926763085,8.42E-32,-2.414479985,0.000191461
-3.555795687,4.04E-11,-6.862828325,1.36E-91,2.147542784,1.90E-14,-3.862809509,1.12E-31,-2.49513654,9.58E-05
-3.261316632,6.33E-09,-7.35242938,6.66E-93,1.783177888,4.95E-12,-3.922582649,7.39E-32,-2.395995574,4.97E-05
-3.34716924,1.20E-09,-7.201289255,3.16E-93,1.974038933,2.31E-13,-3.876967509,8.18E-32,-2.567853277,3.10E-05
-3.506440612,6.50E-11,-7.009092044,3.99E-92,2.107876034,4.16E-14,-3.80139269,5.60E-31,-2.587212597,5.37E-05
-3.315085351,1.86E-09,-7.347301871,4.27E-93,1.865388618,1.50E-12,-3.844961228,5.85E-31,-2.58715491,2.95E-05
-3.270886477,4.45E-09,-7.524030594,1.91E-92,1.664694591,5.37E-11,-3.851414216,2.65E-30,-2.437071462,5.89E-05
-3.403166485,3.62E-10,-7.188275255,8.69E-93,2.017649315,1.39E-13,-3.810672675,6.48E-31,-2.652564122,2.90E-05
-3.260393071,1.07E-08,-7.608527151,1.71E-91,1.504316865,3.69E-10,-3.935288911,7.61E-31,-2.081978496,0.000242847
-3.293875346,1.31E-08,-7.637832666,9.73E-90,1.400249981,9.56E-10,-4.002878593,3.85E-31,-1.793310446,0.000870793
-3.512122336,6.97E-11,-6.965573096,2.37E-92,2.130466979,2.24E-14,-3.838529199,1.56E-31,-2.557729033,5.80E-05
-3.280460245,3.77E-09,-7.430025359,5.49E-93,1.764874416,7.79E-12,-3.865333144,6.43E-31,-2.494548808,4.08E-05
-3.398354657,3.30E-10,-7.213654357,3.87E-92,1.991620751,3.14E-13,-3.777300308,2.89E-30,-2.671932402,3.31E-05
-3.252511493,8.03E-09,-7.495911295,1.28E-92,1.655000299,3.91E-11,-3.909032444,3.73E-31,-2.314183113,8.03E-05
-3.240004769,1.65E-08,-7.50581777,2.11E-91,1.554039957,1.35E-10,-3.983824706,9.72E-32,-2.044958125,0.000230603
-3.372616632,6.84E-10,-7.214683616,3.86E-93,1.990077519,1.82E-13,-3.840202686,2.66E-31,-2.624274212,2.76E-05
-3.312822533,2.24E-09,-7.261709799,3.19E-93,1.910085218,6.44E-13,-3.88856973,8.62E-32,-2.530513211,3.27E-05